disease	url	doi	year	dt	variable	estimate	sentence
covid	https://www.sciencedirect.com/science/article/pii/B9780128012383026295	10.1016/B978-0-12-801238-3.02629-5	2015		asymptomatic		The clinical spectrum of disease from metapneumovirus ranges from symptomatic (even fatal) to asymptomatic cases.
covid	https://www.sciencedirect.com/science/article/pii/S1286457906003959	10.1016/S1286-4579(06)00395-9	2006		asymptomatic		A combined immuno- informatics and structure-based modeling approach for prediction of T cell epitopes of secretory proteins of Mycobacterium tuber- culosis, 738 Senegal — Impact of red blood cell polymor- phisms on the antibody response to Plasmodium falciparum in Senegal, 1260 — Red blood cell polymorphisms in relation to Plasmodium falciparum asymptomatic par- asite densities and morbidity in Senegal, 2352 Senescence
covid	https://www.medrxiv.org/content/10.1101/2020.02.14.20022897v1	10.1101/2020.02.14.20022897	2020	2020-02-14	asymptomatic		Assuming that the asymptomatic ratio was 50% [18], we assumed that in total there were m=6 untraced cases the cases.
flu	https://www.sciencedirect.com/science/article/pii/B9781416043904002393	10.1016/B978-1-4160-4390-4.00239-3	2013		asymptomatic		8-10 incidence in tropics 9 pneumonia differential diagnosis 411 astigmatism 82 Astrakhan fever 547t-548t, 549 Astroviridae 286 astroviruses 286-288 antibodies 286 cellular immunity 286 detection methods 287-288 epidemiology 286 prevalence, non-outbreak gastroenteritis 287t gastroenteritis 286 clinical features 287 epidemiology 286, 287t natural history and pathogenesis 286 patient evaluation and diagnosis 287-288 prevention 288 treatment 288 genotypes 286 HAstV-1 286 replication 286 serotypes 286 shedding 286-288 structure and characteristics 276t, 286, 286f transmission 286 asymptomatic long-term traveler evaluation
covid	https://www.medrxiv.org/content/10.1101/2020.02.11.20022186v5	10.1101/2020.02.11.20022186	2020	2020-11-02	asymptomatic		This highly likely gross under-detection and underreporting of mild or asymptomatic cases inevitably throws severe disease courses calculations and death rates out of context, distorting epidemiologic reality.
covid	https://www.medrxiv.org/content/10.1101/2020.02.11.20022186v5	10.1101/2020.02.11.20022186	2020	2020-11-02	asymptomatic		The number of asymptomatic and mild cases with subclinical manifestations that probably did not present to hospitals for treatment may be substantial; these cases, which possibly represent the bulk of the COVID-19 infections, remain unrecognized, especially during the influenza season [22].
covid	https://www.sciencedirect.com/science/article/pii/S1473050207001371	10.1016/j.transci.2007.09.004	2007		asymptomatic		more, the existence of asymptomatic SARS-CoV infections and the detection of SARS-CoV RNA in plasma during the course of infection suggest that the transmission of the SARS-CoV by transfusion is at least theoretically possible.
covid	https://www.medrxiv.org/content/10.1101/2020.02.17.20023630v5	10.1101/2020.02.17.20023630	2020	2020-02-17	asymptomatic		Thirdly, under-detection of mild or asymptomatic cases also resulted in higher CFR, which may be further aggravated after the outbreak, due to that the daily capacity of virus testing in Hubei has already reached the limit.
covid	https://onlinelibrary.wiley.com/doi/abs/10.1111/bjd.19011	10.1111/bjd.19011			asymptomatic		Online consultation for mild and non-emergency patients has obviously decreased the number of patients in dermatology clinics during the epidemic period, which reduces the probability nosocomial infection of 2019-nCoV. Emergency management for inpatients suspected of COVID-19: Although strict measures are implemented in outpatient department, patients in the asymptomatic incubation period may still have a chance to be admitted to the dermatology ward.
covid	https://www.medrxiv.org/content/10.1101/2020.02.24.20027326v1	10.1101/2020.02.24.20027326	2020	2020-02-24	asymptomatic		Overall, the duration from travel to first event (whether symptom onset, or hospitalization for asymptomatic) was also longer, although the difference was not statistically significant (5.0 + 0.9 days vs. 3.7 + 0.5 days p= 0.08).
covid	https://www.sciencedirect.com/science/article/pii/S1473309913703049	10.1016/S1473-3099(13)70304-9	2014		asymptomatic		Seroprevalence of IgG antibodies to SARS-coronavirus in asymptomatic or subclinical population groups.
covid	https://www.medrxiv.org/content/10.1101/2020.03.02.20030452v1	10.1101/2020.03.02.20030452	2020	2020-02-03	asymptomatic		Unlike SARS-CoV, the SARS-CoV-2 displays a highly contagious infectiousness even during the asymptomatic period '%.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20032045v1	10.1101/2020.03.09.20032045	2020	2020-09-03	asymptomatic		We then assumed that notified cases reflect only 10% of the real new infections per day, due to under-reporting, mild cases and asymptomatic infections.
flu	https://www.sciencedirect.com/science/article/pii/0924857994900507	10.1016/0924-8579(94)90050-7	1994		asymptomatic		randomly allocated 34 patients with asymptomatic HIV infection (CD4 counts < 400 cells/mm’, posi-
covid	https://www.sciencedirect.com/science/article/pii/S0736467904000307	10.1016/j.jemermed.2003.12.023	2004		asymptomatic		Clinical criteria Asymptomatic or mild
covid	https://www.sciencedirect.com/science/article/pii/S1525157810605879	10.1016/S1525-1578(10)60587-9	2005		asymptomatic		Asymptomatic infection of hu- mans appears to be a rare event.
covid	https://www.medrxiv.org/content/10.1101/2020.02.19.20025031v1	10.1101/2020.02.19.20025031	2020	2020-02-19	asymptomatic		One of the patients was asymptomatic until she was discharged 11 days after 229 being hospitalized.
flu	https://www.sciencedirect.com/science/article/pii/B978012809633813002X	10.1016/B978-0-12-809633-8.13002-X	2017		asymptomatic		Infected people are generally asymptomatic or they experience mild flu-like symptoms not requiring medical attention.
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25681	10.1002/jmv.25681	2020		asymptomatic		2-wk-old Severe watery diarrhea Severe and acute diarrhea and acute vomiting Mild clinical signs, diarrhea Asymptomatic Fever, vasculitis, and serositis, with or without effusions
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25681	10.1002/jmv.25681	2020		asymptomatic		2-wk-old Severe watery diarrhea Severe and acute diarrhea and acute vomiting Mild clinical signs, diarrhea Asymptomatic Fever, vasculitis, and serositis, with or without effusions
covid	http://doi.wiley.com/10.1111/irv.12128	10.1111/irv.12128	2013		asymptomatic		IAVs often cause asymptomatic infections, particularly in wildfowl and shorebirds,' and additional species are known to serve as intermediate hosts, which may provide a niche in the evolution and ecology of IAVs.
covid	https://www.medrxiv.org/content/10.1101/2020.03.05.20031898v1	10.1101/2020.03.05.20031898	2020	2020-05-03	asymptomatic		Compared with viruses such as SARS and Ebola, COVID-19 is highly infectious during the incubation period, and asymptomatic infection exists.
covid	https://www.medrxiv.org/content/10.1101/2020.02.26.20028167v1	10.1101/2020.02.26.20028167	2020	2020-02-26	asymptomatic		If such asymptomatic infections transmit equally to symptomatic cases, then the scaling of the reproductive ratio is expected to be closer to Figure 1.
covid	https://www.medrxiv.org/content/10.1101/2020.02.26.20028167v1	10.1101/2020.02.26.20028167	2020	2020-02-26	asymptomatic		We are therefore assuming that either younger individuals are unlikely to infected or if infected they are generally asymptomatic and play a minor role in onward transmission.
covid	https://www.sciencedirect.com/science/article/pii/S1473050207001371	10.1016/j.transci.2007.09.004	2007		asymptomatic		investigated the relative rates of non-pneumonic SARS-CoV infection (mildly symptomatic infections, not asymptomatic cases) and SARS-CoV
covid	https://www.sciencedirect.com/science/article/pii/S1473050207001371	10.1016/j.transci.2007.09.004	2007		asymptomatic		Mildly symptomatic or asymptomatic infections can occur as documented by seroconversion in healthcare workers (HCWs) and animal traders [4-6].
covid	https://www.sciencedirect.com/science/article/pii/S1473050207001371	10.1016/j.transci.2007.09.004	2007		asymptomatic		Using seroepidemiologic data from the outbreak of SARS in Shenzhen, Guangdong Province, China, in 2003, we estimated the temporal trend in the pro- portion of viremic, asymptomatic individuals throughout this outbreak using a statistical resam- pling approach [16].
covid	https://www.sciencedirect.com/science/article/pii/S1473050207001371	10.1016/j.transci.2007.09.004	2007		asymptomatic		Therefore, although there are no confirmed reports of the transmission of SARS-CoV from asymptomatic individuals, and we are unaware that SARS-CoV has been transmitted by the transfusion of blood components, the possibility of such trans- mission during a donor’s viremic phase is at least theoretically possible.
flu	https://www.sciencedirect.com/science/article/pii/B9780080552323609286	10.1016/B978-008055232-3.60928-6	2007		asymptomatic		Patients with chronic infections are often asymptomatic and may display a moderate increase in serum transaminases.
covid	https://www.sciencedirect.com/science/article/pii/S2214109X20300747	10.1016/S2214-109X(20)30074-7	2020		asymptomatic		The percentage of outbreaks controlled for the baseline scenario, and varied number of initial cases (A), time from onset to isolation (B), percentage of transmission before symptoms (C), and proportion of subclinical (asymptomatic) cases (D).
covid	https://www.sciencedirect.com/science/article/pii/S1201971220301119	10.1016/j.ijid.2020.02.052	2020		asymptomatic		Any determination of incidence will likely be an underestimate since it will not include mild and asymptomatic cases.
covid	https://www.sciencedirect.com/science/article/pii/S1201971220301119	10.1016/j.ijid.2020.02.052	2020		asymptomatic		A key question remains “what is the real number of people infected since many cases may be mild or asymptomatic?”
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20032045v1	10.1101/2020.03.09.20032045	2020	2020-09-03	asymptomatic		We conducted a sensitivity analyses on the proportion of asymptomatic people, and based on growing evidence of equal viral loads in symptomatic and cases(9-12), we considered the latent to be infectious as
covid	https://www.sciencedirect.com/science/article/pii/S0042682209008058	10.1016/j.virol.2009.12.020	2010		asymptomatic		The viral reservoirs are presumed to be bats (Wang and Eaton, 2007; Wang et al., 2006) and the palm civet cat has been implicated as a carrier of the virus, though there may also be other asymptomatic animal carriers (Shi and Hu, 2008).
covid	http://www.sciencedirect.com/science/article/pii/S1471491403001357	10.1016/S1471-4914(03)00135-7	2003		asymptomatic		The availability of a reliable screening test will be useful to detect SARS at the incubation phase among the asymptomatic close contacts of the index patients.
covid	https://www.medrxiv.org/content/10.1101/2020.02.14.20023127v1	10.1101/2020.02.14.20023127	2020	2020-02-14	asymptomatic		While the estimate for the relative transmission rate, p, is similar to before January 23, the contagiousness of undocumented infections, represented by yf, is substantially reduced, possibly reflecting that only very mild and asymptomatic infections remain undocumented.
covid	https://www.medrxiv.org/content/10.1101/2020.02.28.20028068v1	10.1101/2020.02.28.20028068	2020	2020-02-28	asymptomatic		We found that SARS-CoV-2 was mostly transmitted via contacting symptomatic patients; however, asymptomatic carriers might transmit SARS-CoV-2 to healthy recipients.
flu	http://doi.wiley.com/10.1111/irv.12226	10.1111/irv.12226	2014		asymptomatic		Additionally, the exact number of influenza cases is unobtainable due to unreported cases and asymptomatic infections.
covid	https://www.sciencedirect.com/science/article/pii/S0190962220302693	10.1016/j.jaad.2020.02.031	2020		asymptomatic		Individuals who are asymptomatic or who have only mild symptoms may spread the virus.
covid	https://www.sciencedirect.com/science/article/pii/S089155201000036X	10.1016/j.idc.2010.04.009	2010		asymptomatic		A patient with asymptomatic severe acute respira- tory syndrome (SARS) and antigenemia from the 2003-2004 community outbreak of SARS in Guangzhou, China.
